exclude,ID,state,region_code,south_code,TLactual,TL,collectivism,extraversion,agreeable,conscien,neuro,open,sexratio,gini_2015,gini_all,gini,pop_dense_rank,pop_density,population,population_rank,state_mobility,politic,age,compared_to,similar_to,compared_with,same_as,different_from,as_much_as,similarities_between,relate_to,related_to,bigger_than,same_size,differ_from,identical_to,smaller_than,associated_with,equal_to,larger_than,relative_to,less_than,part_of,compare_and_contrast,longer_than,akin_to,harder_than,fewer_than,softer_than,further_away,farther_away,worried,afraid,proud,depressed,inspried,admiration,ashamed,optimistic,sympathetic,resentful,envious,jealous,happy,surprised,angry,sad,disgusted,thesouth,southern,gulfcoast,honor,govcontrol,abstruth,abstinence,feminism,stopabortion,saynotodrugs,bible,lev18,lawenforcement,punishment,jailtime,courtdate,hypothermia,heatstroke,lightstrike,tstorm,flood,quake,tnado,flu,pnumon,stdsympt,disease,joinmil,army,navy,airforce,sealteam,fence,wall,prochoice,genderfluid,nostringsattached,genderreassignment,genderneutral,stayathomedad,femaleceo,taxevasion,prolife,iphone,obama,jackson,ipad,rebblack,whithoust,paulwalk,robwil,lamarodom,pop_search_new,pop_search,ZTL,Zcollectivism,pop_dense_log,pop_log,compare_all,shouldyou,youshould,shouldI,Ishould,you,youmust,imust,youhaveto,ihaveto,I,weshould,shouldwe,geographic,behav_restrict,pun_deviance,ecothreat,disease_threat,terr_threat,urban,minority,hispanic,black,asian,asian_hispanic,pop_social,comp_emo_final,comp_word_final,non_scomp_word_final,non_scomp_word_final_2,basic_emo_final_2,non_comp_emo_final,basic_emo_final,pop_search_final,social_noncomp_final,lat,lon
1,36,Ohio,2,0,52.3,52.3,45,-0.05,0.04,-0.56,1.1,0.12,95.39,0.449,0.454071429,0.452,41,284.2,11613423,44,1.72,1,35.1,0.317,0.493,0.255,0.221,0.541,0.306,0.759,0.759,0.592,0.229,0.616,0.347,0.106,0.425,0.364,0.617,0.868,0.503,0.573,0.326,-0.22,0.413,-0.345,0.462,0.69,0.1,0.137,1.084,0.279,0.771,0.534,0.469,0.12,-0.502,-0.18,-0.245,0.537,-0.722,-0.163,-0.415,0.805,0.613,0.284,-0.304,0.079,-0.473,-0.494,-0.222,0.009,0.708,-0.194,0.396,0.447,0.634,-0.295,0.003,0.214,-0.767,0.83,1.1,-0.497,0.052,-0.714,-0.209,0.371,-0.514,-0.547,-0.028,-0.357,0.367,0.424,0.217,-0.397,-0.578,-0.36,0.121,-0.052,-0.55,-0.25,0.638,0.422,0.153,0.239,0.136,0.301,0.091,-0.087,1.014,-0.35,0.201,0.327,-0.329,0.429,0.107,-0.178,-0.132,-0.092,0.026076923,-0.32,0.171580573,-0.448096403,5.649678216,16.26767214,0.164736842,1.134,0.292,0.825,0.683,0.713,-0.215,0.091,0.496,0.354,0.754,0.129,0.068,-0.396333333,0.323714286,0.387666667,-0.173666667,0.16275,-0.295142857,77.9,0.2,0.04,0.12,0.02,0.06,0.1294,-0.087285714,0.426230769,0.395357143,0.4946,0.4355,0.319444444,0.374666667,-0.001888889,0.14,40.388783,-82.764915
1,37,Oklahoma,3,1,75.03,75.03,42,-0.014,0.86,1.16,-0.15,-0.46,98.03,0.457,0.457642857,0.454,16,57,3911338,23,2.91,19,39.4,0.309,-0.031,0.416,0.871,-0.018,1.122,-1.087,-0.559,0.238,1.326,0.521,0.489,0.142,1.109,0.52,0.448,0.753,0.366,0.092,0.246,0.303,0.64,-0.551,0.43,0.436,-0.395,-0.203,-0.563,0.921,0.598,-0.019,-0.116,0.075,-0.033,0.656,-0.036,-0.197,0.244,-0.045,1.185,0.547,-0.511,-1.199,0.264,-0.538,-0.184,-0.075,-0.031,1.032,0.686,1.367,-0.941,-0.848,-0.045,0.405,1.318,1.161,0.022,-0.147,-0.701,-0.309,-0.149,1.964,0.489,0.847,-0.401,1.255,3.253,-0.334,0.741,0.239,-0.003,0.571,0.414,-0.167,1.578,1.051,-0.19,-0.448,-0.919,0.371,-0.545,0.79,-0.234,-0.267,0.02,-0.566,-0.477,1.281,-0.266,-0.216,-0.391,-1.059,-0.338,2.048,0.184,-0.147,0.202384615,2.06225,1.976145821,-0.712720263,4.043051268,15.17939007,0.067894737,0.341,0.463,0.025,0.049,0.402,0.807,0.756,1.106,0.794,0.037,-0.635,-1.558,-0.096666667,0.330428571,-0.275333333,1.0005,0.16075,0.401285714,66.2,0.33,0.1,0.07,0.02,0.12,0.1382,0.172857143,0.287615385,0.228642857,-0.059,0.1175,0.035777778,-0.139833333,0.121777778,0.25,35.565342,-96.928917
1,38,Oregon,4,0,30.07,30.07,33,-1.1,0.42,-0.31,-1.27,1.26,97.98,0.423,0.418714286,0.449,12,42,4028977,24,3.49,-5,36.2,-2.095,-3.51,-2.091,-3.932,-2.624,-3.534,-2.498,-2.471,-2.191,-3.802,-3.432,-2.282,-1.917,-3.193,-2.179,-2.484,-3.203,-2.471,-3.409,-3.383,-1.799,-3.378,-1.451,-4.06,-2.423,-3.226,-2.065,-1.874,-2.802,-3.285,-2.195,-3.48,-3.443,-2.179,-1.806,-2.154,-2.053,-2.336,-1.046,-2.214,-2.99,-0.457,-2.39,0.798,-3.141,-0.906,-0.652,-0.393,-2.889,-1.924,-1.196,-1.47,-0.042,-0.473,-1.014,-0.947,-1.166,-1.347,-2.896,-2.449,-0.808,-1.322,-1.564,-0.893,-1.852,-0.795,0.114,-1.08,-0.7,-2.067,-2.646,-2.397,-1.731,-0.743,-1.37,-1.234,-4.34,-0.613,-0.552,-0.832,-1.09,-2.995,-1.55,-0.777,-0.34,-0.843,-2.335,-1.683,-1.421,-2.432,-1.574,-2.287,-1.721,-1.526,-0.885,-1.763,-1.37,-1.683692308,-1.7165,-1.593289003,-1.506591843,3.737669618,15.20902306,-2.736157895,-3.325,-3.304,-3.641,-4.132,-3.3145,-2.834,-3.34,-2.414,-3.576,-3.8865,-1.625,-2.152,-0.650333333,-1.243857143,-2.230666667,-1.251,-1.9525,-1.511857143,81,0.23,0.13,0.02,0.04,0.17,-1.675,-2.209428571,-2.798384615,-2.609857143,-2.7296,-2.42125,-2.500555556,-1.910833333,-1.664333333,-2.25,44.572021,-122.070938
1,39,Pennsylvania,1,0,52.75,52.75,52,0.6,-0.21,-0.19,1.22,0.09,95.06,0.433,0.448842857,0.461,42,286.1,12802503,45,1.84,-1,39.3,-0.205,0.29,-0.219,0.345,-0.027,0.354,0.629,0.32,0.038,0.045,0.166,0.054,0.273,0.33,-0.044,0.585,0.743,0.093,0.473,0.104,-0.278,0.006,0.329,1.325,-0.104,0.498,0.909,0.741,0.37,1.304,0.284,1.45,0.434,1.007,-0.104,0.092,0.752,0.107,0.342,0.481,1.413,2.089,1.338,0.041,0.938,-0.37,-0.669,-0.266,-0.094,0.129,-0.498,0.426,0.954,0.296,-0.307,-0.421,-0.352,-1.104,0.73,0.963,-0.673,0.299,-1.006,-0.493,0.366,-0.101,-0.448,-0.651,-0.404,0.404,0.161,1.012,-0.737,-0.504,-0.048,-0.914,0.121,-0.51,-0.536,0.567,0.149,1.008,0.277,0.184,0.265,0.64,1.064,1.255,0.181,0.165,0.258,-0.334,1.318,0.343,-0.191,-0.036,-0.306,0.207846154,0.214,0.207306677,0.16935927,5.6563414,16.36515126,0.346315789,1.051,-0.033,0.774,1.18,0.509,0.239,0.766,-0.147,0.198,0.977,0.093,0.388,-0.435,0.125714286,0.196333333,-0.264333333,0.29325,-0.446857143,78.7,0.22,0.07,0.11,0.03,0.1,0.3028,0.486714286,0.158692308,0.313214286,0.6738,1.17525,0.987777778,1.187166667,0.155333333,0.3,40.590752,-77.209755
1,40,Rhode Island,1,0,43.23,43.23,48,-0.61,-0.84,-1.55,1.61,0.04,93.43,0.442,0.441628571,0.467,49,1021.6,1056298,8,3.12,-11,40.7,-0.494,0.129,-0.798,-0.633,-0.302,0.321,0.131,0.523,-0.477,-0.139,-0.079,-0.589,-0.971,-0.235,-0.631,0.195,0.415,0.083,0.027,-0.199,-0.417,-0.71,1.137,0.844,-0.753,2.137,0.879,-0.14,-0.363,1.583,0.002,1.415,0.919,1.28,-0.135,-0.353,1.183,0.02,6.465,0.45,1.725,1.214,1.603,-0.972,0.433,-0.479,-0.618,-0.3,0.223,-0.611,-1.413,-0.191,2.517,-1.659,-0.95,-1.382,-1.06,-1.037,-0.017,-1.363,-0.351,-0.449,-1.16,-0.969,-0.673,2.529,-0.376,-0.843,-0.541,-0.127,-0.587,0.715,-0.951,-0.588,0.821,-0.966,-0.519,-0.244,0.271,1.172,1.285,1.449,0.483,1.858,0.099,0.346,0.051,0.099,-0.139,-0.254,0.202,-0.01,0.693,-0.126,-0.807,0.103,1.395,0.444153846,-0.03975,-0.548498917,-0.183472543,6.929125305,13.8702809,0.577421053,-0.317,-0.417,0.599,1.636,-0.367,0.72,1.246,-0.715,-0.066,1.1175,-0.228,0.301,-0.465666667,-0.872428571,-0.805666667,-0.260833333,-0.135,-0.310857143,90.7,0.26,0.14,0.06,0.03,0.17,-0.0126,1.474142857,-0.259846154,0.127714286,0.5934,0.71675,0.791333333,0.931,0.117444444,0.12,41.680893,-71.51178
1,41,South Carolina,3,1,61.39,51.14,70,-0.07,0.36,0.66,0.53,0.09,94.73,0.466,0.468014286,0.461,32,162.9,4896146,28,3.6,8,39.8,0.042,1.234,-0.241,0.443,1.697,0.595,0.025,1.533,0.961,0.666,0.72,0.978,1.671,0.19,1.013,0.985,0.137,0.549,1.405,1.384,0.807,0.718,0.317,0.084,1.54,0.454,0.132,0.491,1.246,0.369,1.045,-0.189,0.881,0.206,1.52,1.632,-0.166,0.289,0.451,1.016,0.169,-0.507,-0.013,-0.192,0.672,3.197,1.794,-0.192,0.805,0.371,0.746,-0.219,-0.408,0.348,0.761,1.546,1.502,1.784,0.249,1.232,0.566,-0.507,0.024,0.093,0.972,-0.445,-0.264,-0.307,-0.667,0.233,0.919,0.144,1.574,0.541,0.792,0.804,1.039,-0.491,-0.588,-1.033,0.029,-0.606,-0.132,-0.6,-0.536,-0.114,0.876,-0.594,0.001,-0.039,0.649,0.473,-0.416,1.085,0.008,0.703,-0.017,0.017461538,1.2355,0.079486614,1.75710243,5.093136516,15.40395892,0.567105263,0.968,0.776,0.034,0.354,0.872,0.75,-0.021,1.418,0.976,0.194,-0.087,0.196,1.599666667,0.422714286,1.088333333,-0.028333333,0.15725,0.524428571,66.3,0.36,0.05,0.27,0.02,0.07,0.181,0.531714286,0.794153846,0.723,0.5402,0.445,0.544333333,0.083,0.271888889,0.44,33.856892,-80.945007
1,42,South Dakota,2,0,51.14,61.39,36,0.97,0.19,0.65,-1.68,-0.61,100.14,0.444,0.440042857,0.442,5,11.3,858469,5,3.35,10,38.8,1.915,1.239,1.153,0.646,1.786,0.39,2.187,1.285,1.689,0.31,1.308,1.825,1.498,1.651,1.467,0.825,1.116,0.895,0.544,1.539,1.188,1.82,-0.406,-0.496,1.081,0.044,0.913,1.223,-0.306,0.485,0.232,0.131,1.046,-0.305,-1.034,-0.621,1.929,-1.385,-0.765,-1.138,0.62,-1.359,1.758,-0.676,-0.56,0.712,-0.879,-0.314,2.128,1.351,1.422,2.25,-1.222,2.003,0.179,0.366,-0.403,1.703,1.323,-0.479,-0.843,2.142,1.742,1.333,1.802,0.958,-0.437,0.621,4.811,1.918,-0.494,1.327,-0.566,-0.296,-0.848,0.746,-0.576,0.037,-0.252,1.846,-1.02,-0.532,-0.242,0.639,-0.555,-0.483,0.229,1.753,-1.853,-0.792,-0.938,-0.791,-0.556,-1.147,-0.328,-0.662,-0.878,-0.299692308,0.009,0.893247889,-1.241967983,2.424802726,13.66290585,0.464842105,0.529,0.956,0.782,0.171,0.7425,-0.057,-0.163,0.056,-0.13,0.4765,1.977,0.742,-0.160333333,1.332,0.849,1.433,1.8905,-0.250714286,56.7,0.17,0.04,0.02,0.01,0.05,-0.6552,-0.055142857,1.325461538,0.992857143,0.553,-0.435,-0.098444444,0.044666667,-0.882777778,0.55,44.299782,-99.438828
1,43,Tennessee,3,1,68.81,68.81,56,-0.19,1.08,0.72,0.11,0.19,95.11,0.486,0.4899,0.468,31,160.1,6600299,34,2.81,12,36.6,-0.189,0.324,-0.299,0.773,-0.451,0.315,-0.801,-0.272,0.215,0.743,0.611,-0.319,-0.309,0.101,0.333,-0.249,0.054,-0.756,0.525,-0.081,0.473,0.521,-0.579,0.025,-0.063,0.001,-0.579,-0.632,1.241,0.448,0.455,-0.05,0.729,-0.002,1.779,0.257,0.192,0.001,0.087,0.728,0.431,-0.023,-0.57,0.062,0.278,1.53,1.091,0.031,-0.07,-0.097,1.83,0.331,-0.873,0.419,-0.03,1.892,1.88,-0.082,0.147,1.399,0.896,0.257,0.265,0.199,-0.379,0.096,-0.471,0.754,-0.394,1.627,0.12,0.673,0.325,0.71,0.151,-0.516,1.123,-0.737,-0.626,-0.735,-0.22,-0.629,0.821,0.098,-0.099,-0.117,-0.314,-0.35,0.573,-0.025,0.416,0.364,-0.784,0.507,0.184,0.598,0.22,0.078923077,0.579,1.482331661,0.522191084,5.07579862,15.70262551,0.072052632,0.577,0.343,0.109,-0.121,0.46,0.085,0.312,1.378,0.982,-0.006,-0.597,-0.838,0.884,0.570714286,0.488,0.198666667,0.5065,0.061428571,66.4,0.25,0.05,0.17,0.02,0.07,0.0778,0.312857143,0.026230769,-0.0665,-0.2496,0.486,0.421222222,0.104333333,0.228111111,0.28,35.747845,-86.692345
1,44,Texas,3,1,67.54,67.54,58,0.42,0.12,0.42,-0.17,0.4,98.41,0.458,0.464071429,0.469,25,105.2,27469114,49,2.03,10,38.6,-0.95,-0.807,-0.487,-0.432,-0.547,-0.307,-0.204,-0.828,-0.687,0.484,-0.767,-0.233,-0.349,-0.324,-0.453,-0.063,-0.764,-0.626,-0.208,-0.289,-0.271,-0.294,-1.435,-0.327,-0.618,-1.429,-1.22,-1.082,0.396,-0.606,0.721,-0.846,-0.78,0.245,0.529,1.306,-0.887,1.431,0.24,1.104,-0.501,-0.661,-1.129,0.709,0.284,-0.312,-0.463,0.43,-0.781,-0.09,-0.041,-0.701,-1.727,0.44,1.418,0.578,0.117,-0.487,-0.886,0.483,0.295,-1.092,0.316,-0.483,-0.809,-0.404,-0.434,0.154,-0.602,-0.748,1.105,-1.23,0.409,0.181,-0.247,-0.041,0.108,1.396,4.223,-1.05,-0.876,-0.082,-1.615,-1.48,-1.046,-0.282,-1.561,-0.355,0.864,-0.427,0.515,-0.512,-0.244,0.674,0.78,-0.583,1.456,0.264,0.31125,1.381504654,0.69860699,4.6558633,17.1285728,-0.092631579,-0.875,0.404,-1.288,-0.44,-0.2355,0.822,0.202,0.094,-0.036,-0.864,-0.712,-1.086,-0.115,0.178428571,-0.296666667,-0.386333333,-0.36875,0.861285714,84.7,0.57,0.39,0.12,0.04,0.43,0.0082,0.296285714,-0.470307692,-0.648285714,-0.9352,-0.14675,-0.136444444,-0.317333333,0.280333333,-0.16,31.054487,-97.563461
1,45,Utah,4,0,49.69,49.69,61,0.89,1.36,1.36,-2.52,0.28,100.93,0.455,0.459642857,0.419,11,36.5,2995919,20,3.12,22,34.3,1.168,0.596,0.963,0.469,-0.56,0.771,-0.781,-0.625,-0.539,0.402,1.888,-0.724,0.488,1.098,-0.027,0.653,0.897,1.71,0.428,0.287,-0.984,1.184,1.408,-0.018,-0.287,1.15,2.224,0.911,-0.756,-0.471,-1.625,0.113,0.638,-0.814,1.395,-0.838,-0.312,-1.396,-0.073,-1.159,-0.676,-1.395,-1.73,-0.147,-1.175,-0.403,-0.252,-0.366,0.089,0.02,1.484,-0.396,-0.415,-0.547,0.022,-1.378,-1.214,-0.766,-0.776,-1.283,-0.781,0.239,1.507,0.857,-1.137,-0.271,0.504,-0.771,-0.133,-0.534,-1.62,-0.826,-0.732,-0.817,-0.542,0.234,-0.077,0.124,-0.045,-1.151,-0.238,0.198,0.59,-0.347,0.439,-0.365,-0.91,-1.772,0.186,-0.801,-0.674,1.633,0.61,-1.336,-0.246,-0.235,-0.714,-0.259615385,0.649,-0.035630835,0.96323085,3.597312261,14.91276159,0.209263158,-0.079,0.408,2.293,0.591,0.1645,1.485,0.447,0.121,0.438,1.442,1.333,0.659,-0.340333333,-0.366714286,-0.941666667,0.070666667,-0.77825,-0.265,90.6,0.21,0.14,0.01,0.02,0.16,-0.2692,-0.677285714,0.270461538,0.760857143,0.796,-0.94925,-0.614777778,-0.932333333,-0.175222222,-0.02,40.150032,-111.862434
1,46,Vermont,1,0,37.23,37.23,42,-1.22,0.55,-0.66,0.43,0.99,97.06,0.425,0.432171429,0.444,20,67.9,626042,2,3.65,-16,30.5,0.033,-0.802,-0.79,-1.005,-1.088,-0.791,-0.777,-0.881,-0.913,-1.171,-0.768,-1.439,-1.425,-0.941,-1.062,-1.747,-1.146,-1.043,-1.093,-1.047,-1.525,-1.07,0.98,-0.242,-0.798,0.369,3.334,0.057,-0.649,0.365,-0.944,0.553,0.364,0.752,-1.099,-1.448,0.51,-0.814,-0.695,-1.214,0.507,0.167,0.008,-1.541,-1.478,-0.402,-0.195,-0.267,-0.945,-1.84,-0.609,-0.38,2.645,-1.659,-0.952,-1.365,-1.354,-0.931,0.106,-1.157,-0.498,0.944,-0.458,-0.167,0.762,0.696,0.015,-0.68,-0.358,-0.228,-0.895,0.964,-1.163,-0.478,-0.583,-1.046,-1.299,-0.022,0.262,0.569,1.486,0.111,1.463,3.168,0.764,0.78,-0.775,-0.599,-1.267,-0.324,-1.272,0.003,0.198,-1.05,-1.45,-0.084,-1.622,-0.910769231,-1.101,-1.024846981,-0.712720263,4.218036035,13.34717274,-0.439473684,-1.026,-1.215,-0.375,0.102,-1.1205,-1.07,1.099,-1.436,-1.599,-0.1365,-0.885,1.17,-0.288,-1.057714286,-0.660666667,0.182833333,-0.12925,-0.618428571,38.9,0.07,0.02,0.01,0.02,0.04,-0.5864,-0.291571429,-0.909,-0.480857143,0.544,-0.39875,-0.341555556,-0.328666667,-0.763111111,-0.66,44.045876,-72.710686
1,47,Virginia,3,1,57.37,57.37,60,-1.16,-0.8,-0.58,0.18,0.71,96.34,0.472,0.473157143,0.459,37,212.3,8382993,39,3.19,0,42.8,-1.962,-2.426,-1.59,-2.982,-1.51,-2.105,-1.048,-1.483,-1.438,-2.362,-2.455,-1.233,-0.838,-2.207,-1.037,-0.926,-1.783,-1.14,-1.495,-1.87,-0.85,-2.104,-1.435,-1.605,-1.129,-1.994,-1.778,-1.855,-1.354,-1.573,-0.925,-2.68,-2.829,-0.708,-0.957,-0.837,-2.335,-1.266,-0.768,-0.827,-1.365,0.166,-1.22,-0.703,-1.172,-0.555,-0.398,-0.272,0.303,-1.453,-0.721,-2.098,-1.382,-0.407,-0.964,-0.394,-0.922,-0.561,-0.88,-0.332,-0.285,-1.317,-1.728,-1.747,-0.865,-0.776,-0.488,-0.767,-0.132,-1.971,-1.326,-1.846,0.087,0.582,3.075,0.182,-0.671,-0.637,-0.717,-0.477,-2.296,-1.751,-2.236,-1.582,-1.258,-0.142,-0.913,-0.998,-1.245,-0.586,2.387,-2.473,-1.579,-0.426,-0.782,-2.014,-1.154,-0.815,-1.59825,0.574094686,0.875022897,5.358000369,15.94171557,-1.776631579,-1.301,-1.838,-2.369,-2.033,-1.5695,-1.314,-1.609,-1.425,-2.318,-2.201,-1.282,-1.145,-0.408333333,-1.005,-0.591,-1.2,-1.31875,0.271571429,75.5,0.37,0.09,0.19,0.06,0.15,-0.5148,-1.379714286,-1.802461538,-1.543071429,-1.6722,-0.98325,-1.221333333,-0.977833333,-0.874666667,-1.16,37.769337,-78.169968
1,48,Washington,4,0,31.06,31.06,37,-1.37,0.19,-0.07,-1.1,1.2,99.26,0.452,0.458114286,0.441,27,107.9,7170351,38,3.16,-5,37.7,-0.56,-0.936,-1.04,-0.182,-1.246,-0.87,-1.494,-1.391,-1.448,-0.775,-0.749,-1.587,-1.123,-0.555,-1.432,-1.361,-0.612,-0.417,-1.028,-1.574,-1.312,-0.578,0.663,-0.875,-1.237,-0.118,0.381,-0.395,-1.096,-1.186,-1.202,-0.219,-0.875,-1.211,-0.675,-0.643,-1.252,-0.017,-0.187,-0.601,-1.179,0.207,-0.999,1.242,-0.846,-0.576,-0.948,-0.365,-1.426,-1.066,-0.757,-1.124,0.322,0.057,-1.081,-0.426,-0.423,-0.711,-0.875,-0.356,4.435,-0.563,-0.54,0.172,-1.435,-0.358,0.859,-0.877,-0.442,-0.761,-0.763,-1.195,0.007,0.029,0.339,-0.689,-0.386,0.007,0.216,0.477,0.182,-0.222,0.661,1.06,2.412,0.398,-0.748,-0.801,0.271,-0.204,-0.736,-0.296,0.193,-0.512,-0.342,-0.022,-0.348,-0.176384615,-0.49575,-1.514691573,-1.15376003,4.681204872,15.78546517,-0.713368421,-1.285,-1.097,-0.105,-0.874,-1.191,0.019,0.176,-0.909,-0.556,-0.4895,-0.746,-0.613,-0.629666667,-0.742571429,-0.647333333,-0.600166667,-0.79025,-0.068142857,84.1,0.3,0.12,0.04,0.08,0.2,-0.2222,-0.763571429,-1.030846154,-0.683928571,-0.4488,-0.73025,-0.737333333,-0.460166667,-0.221777778,-0.53,47.400902,-121.490494
1,49,West Virginia,3,1,52.48,52.48,48,0.06,-0.15,-0.41,2.36,0.15,97.25,0.471,0.478814286,0.451,22,76.7,1844128,13,2.62,13,37.5,1.25,0.946,1.404,1.384,0.891,2.424,0.449,0.769,1.961,2.191,2.254,1.466,0.934,1.977,1.806,1.376,1.011,0.784,1.067,1.607,1.143,1.694,1.329,2.559,2.908,0.141,0.967,1.772,1.449,3.1,1.489,2.987,1.996,-0.412,1.313,-0.064,2.287,-0.441,-0.165,1.18,2.987,0.658,-0.104,0.881,1.274,-0.05,0.828,-0.214,1.157,0.686,0.848,1.034,0.188,1.643,0.88,1.216,2.441,0.471,1.895,1.476,-0.58,1.04,-0.086,0.84,0.809,0.12,-0.226,-0.126,-0.026,2.563,0.055,2.06,0.611,-0.225,-0.185,-0.662,1.46,-0.62,-0.62,0.402,2.215,0.669,2.788,0.57,-0.96,-0.555,1.031,1.308,0.52,-0.076,-0.252,0.774,0.508,-0.284,0.594,0.875,-0.206,0.223769231,1.26675,0.185871014,-0.183472543,4.339901708,14.4275171,0.914,2.752,1.65,1.61,1.45,2.201,0.511,1.698,2.387,2.215,1.53,1.106,-0.396,0.188,1.087857143,1.280666667,0.432833333,1.163,-0.034428571,48.7,0.08,0.02,0.04,0.01,0.03,0.3298,0.847714286,1.409461538,1.398714286,1.6694,1.62025,1.511111111,1.466,0.272555556,1.11,38.491226,-80.954453
1,50,Wisconsin,2,0,46.91,46.91,46,2.14,1.32,0.29,-0.45,-1.31,98.53,0.468,0.474514286,0.43,26,106.6,5771337,31,2.07,-2,41.9,0.642,0.093,-0.378,0.612,-0.266,-0.558,0.591,0.351,0.238,-0.262,0.138,-0.482,-0.406,0.323,-0.321,-0.346,0.275,-0.808,-0.198,-0.162,-0.52,-0.137,-0.198,-0.476,-0.928,-0.308,0.126,0.62,-0.476,-0.075,-0.907,-0.149,-0.237,-0.955,-0.888,-0.43,0.43,-0.474,-0.343,-0.965,-0.096,0.237,1.056,-0.256,-0.237,-0.473,-0.746,-0.279,0.826,0.433,0.791,0.545,0.526,0.409,-0.686,-0.501,-0.341,-0.255,-0.237,0.09,-0.349,0.325,0.509,-0.318,0.797,-0.38,-0.636,0.324,0.719,0.514,-0.675,0.643,-1.083,-0.747,-0.761,-1.045,-1.157,-0.194,0.053,0.489,0,-0.293,-0.38,1.343,0.862,-0.285,-0.345,1.01,-1.574,-0.387,-0.642,-0.718,-0.133,-0.767,-0.324,0.336,-0.74,-0.609846154,0.01825,-0.256338771,-0.35988845,4.669083512,15.56841433,-0.252210526,0.379,0.187,0.441,0.081,0.283,-0.865,-0.997,-0.207,-0.204,0.261,0.659,1.164,-0.499333333,0.285857143,-0.134,0.2095,0.30025,-0.704857143,70.2,0.18,0.07,0.06,0.03,0.1,-0.23,-0.493,0.024076923,-0.184428571,-0.1932,-0.13775,-0.117555556,0.104833333,-0.549888889,0.12,44.268543,-89.616508
1,51,Wyoming,4,0,51.94,51.94,35,-0.78,-1.44,-1.46,-0.59,-1.8,104.07,0.419,0.422214286,0.423,2,6,586107,1,4.5,22,39.2,1.554,-0.082,1.224,-0.106,-0.904,-0.354,0.568,-0.45,0.324,0.205,0.132,-0.454,-0.51,0.036,-0.015,-0.923,-0.733,0.52,-0.906,-0.509,-0.129,0.29,-1.414,-0.742,-0.519,0.261,-0.208,-1.447,-1.014,-0.038,0.133,-0.748,-0.541,-2.568,-0.548,-1.465,-0.167,-0.596,-0.78,-1.663,-0.521,-1.252,-0.364,-1.195,-1.57,-0.229,-0.828,-0.304,1.437,1.566,-0.457,0.322,1.243,-1.659,2.534,-0.326,-0.415,2.708,1.248,-1.458,-0.987,1.389,0.435,2.42,0.4,0.067,0.119,0.315,0.924,-0.467,0.447,0.111,-0.447,-0.383,-0.884,1.112,0.393,1.765,0.401,0.732,1.444,-1.346,1.704,0.412,-1.276,-2.781,-1.676,0.063,-1.705,-0.233,-1.409,-0.208,-1.753,-1.349,-0.227,-0.105,-1.173,-0.686307692,0.7225,0.142999689,-1.330175936,1.791759469,13.28125765,-0.711421053,-0.134,-0.521,0.272,-0.976,-0.3275,-1.769,-0.336,-0.087,-0.218,-0.352,1.026,0.126,-0.453666667,0.291857143,0.832666667,0.837666667,0.25375,0.279571429,64.8,0.16,0.1,0.01,0.01,0.11,-0.7454,-0.883142857,0.088230769,-0.406857143,-0.531,-0.9685,-0.835555556,-0.823333333,-0.906888889,-0.48,42.755966,-107.30249
