,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2020-2021 Enrollment Data - District Counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Code,County Name,District Code,District Name,Total Enrollment,White,%White,Black,%Black,Hispanic,%Hispanic,Asian,%Asian,Native American,%Native American,Hawaiian Native,%Hawaiian Native,Two or More Races,%Two or More Races,Pre-K Halfday,Pre-K FullDay,Kindergarten Halfday,Kindergarten Fullday,First Grade,Second Grade,Third Grade,Fourth Grade,Fifth Grade,Sixth Grade,Seventh Grade,Eight Grade,Ninth Grade,Tenth Grade,Eleventh Grade,Twelfth Grade,Ungraded,%Free Lunch,%Reduced Lunch,%English Learners,%Migrant,%Military,%Homeless
80,Charters,6029,Newark Educators Community Charter School,260,0,0,205,78.8,54,20.8,0,0,0,0,0,0,1,0.4,0,44,0,42,40,47,48,39,0,0,0,0,0,0,0,0,0,67.7,4.6,3.5,0,0,0.4
80,Charters,6030,The Ethical Community Charter School,390,107,27.4,27,6.9,97,24.9,133,34.1,0,0,0,0,26,6.7,0,0,0,39,44,46,46,45,44,39,42,45,0,0,0,0,0,46.2,4.9,5.4,0,0,0
80,Charters,6032,Academy For Urban Leadership Charter School,486,1,0.2,24,4.9,458,94.2,1,0.2,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,36,67,88,104,89,102,0,69.1,6.4,14.2,0,0,0
80,Charters,6033,The Barack Obama Green Charter High School District,240,3,1.3,90,37.5,145,60.4,2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48,45,102,0,71.7,8.8,7.1,0,0,0
80,Charters,6036,Hoboken Dual Language Charter School,395,233,59,6,1.5,111,28.1,27,6.8,2,0.5,3,0.8,13,3.3,0,0,0,48,46,43,43,43,45,46,41,40,0,0,0,0,0,8.6,0.5,2.8,0,0,0
80,Charters,6041,Hatikvah International Academy Charter School,546,284,52,40,7.3,44,8.1,161,29.5,0,0,0,0,17,3.1,0,0,0,74,74,73,75,49,51,54,51,45,0,0,0,0,0,4.6,0.4,2.9,0.4,0.4,0.5
80,Charters,6053,Great Oaks Legacy Charter School,1880,3,0.2,1644,87.4,204,10.9,4,0.2,10,0.5,0,0,15,0.8,0,50,0,159,159,155,164,77,189,235,156,131,110,103,98,94,0,73.8,9.8,2.1,0.1,0,0
80,Charters,6057,Peoples Preparatory Charter School District,403,0,0,318,78.9,83,20.6,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,121,119,93,70,0,70.2,4,5.2,0,1,1
80,Charters,6058,Roseville Community Charter School,277,2,0.7,140,50.5,132,47.7,3,1.1,0,0,0,0,0,0,0,0,0,65,53,49,52,58,0,0,0,0,0,0,0,0,0,93.1,4,19.1,0,0.4,0
80,Charters,6060,Atlantic Community Charter School,354,4,1.1,298,84.2,48,13.6,3,0.8,0,0,0,0,1,0.3,0,0,0,25,45,47,66,52,34,38,26,21,0,0,0,0,0,92.7,3.1,3.4,0,0.3,2
80,Charters,6064,Dr Lena Edwards Academic Charter School,391,0,0,338,86.4,47,12,3,0.8,2,0.5,1,0.3,0,0,0,0,0,45,46,42,44,42,45,40,43,44,0,0,0,0,0,80.3,6.1,0,0,0,0
80,Charters,6069,Millville Public Charter School,232,23,9.9,126,54.3,78,33.6,0,0,0,0,0,0,5,2.2,0,0,0,13,29,25,34,22,21,34,27,27,0,0,0,0,0,73.7,0,0,0,0.4,0
80,Charters,6076,Benjamin Banneker Preparatory Charter School,358,6,1.7,301,84.1,42,11.7,6,1.7,0,0,1,0.3,2,0.6,0,0,0,38,40,41,40,40,40,40,41,38,0,0,0,0,0,22.1,4.7,0,0,0.8,0
80,Charters,6079,John P Holland Charter School,548,0,0,127,23.2,417,76.1,2,0.4,2,0.4,0,0,0,0,0,90,0,95,83,84,80,26,23,23,22,22,0,0,0,0,0,83.2,8.8,2.6,0.7,0.5,0
80,Charters,6080,Passaic Arts And Science Charter School,1701,71,4.2,127,7.5,1432,84.2,60,3.5,4,0.2,1,0.1,6,0.4,0,0,0,187,187,191,183,190,188,91,90,93,82,85,72,62,0,54.3,6.3,8.7,0,0.1,0
80,Charters,6081,Thomas Edison Energysmart Charter School,591,76,12.9,117,19.8,31,5.2,334,56.5,6,1,1,0.2,26,4.4,0,0,0,50,50,50,50,50,51,50,51,49,40,39,33,28,0,8.1,4.6,3.2,0,0,0
80,Charters,6082,Beloved Community Charter School,1311,251,19.1,375,28.6,381,29.1,257,19.6,8,0.6,5,0.4,34,2.6,0,0,0,117,120,118,120,120,120,120,120,121,117,118,0,0,0,64.2,6.5,6.2,5,0,0
80,Charters,6086,Hope Community Charter School,132,1,0.8,46,34.8,83,62.9,0,0,0,0,0,0,2,1.5,0,0,0,18,18,23,20,26,13,14,0,0,0,0,0,0,0,92.4,4.5,5.3,0,0,2.3
80,Charters,6089,Compass Academy Charter School,188,28,14.9,28,14.9,124,66,7,3.7,0,0,0,0,1,0.5,0,1,0,36,28,25,29,35,34,0,0,0,0,0,0,0,0,35.6,8.5,0,1.1,0,0
80,Charters,6093,Jersey City Global Charter School,507,17,3.4,41,8.1,167,32.9,280,55.2,0,0,0,0,2,0.4,0,0,0,92,79,78,62,60,44,22,31,39,0,0,0,0,0,0,0,4.5,1,0,0
80,Charters,6094,Phillip'S Academy  Charter School,540,4,0.7,481,89.1,44,8.1,6,1.1,2,0.4,2,0.4,1,0.2,0,59,0,77,73,81,45,38,43,44,40,40,0,0,0,0,0,33.9,7.2,0,0,0,0
80,Charters,6096,Paterson Arts And Science Charter School,943,17,1.8,229,24.3,682,72.3,12,1.3,3,0.3,0,0,0,0,0,0,0,88,74,72,78,77,71,75,74,74,78,70,58,54,0,70.6,9.1,10,0.1,0.2,0
80,Charters,6099,Link Community Charter School,254,0,0,234,92.1,18,7.1,0,0,0,0,0,0,2,0.8,0,0,0,0,0,0,0,0,51,68,73,62,0,0,0,0,0,74,7.9,0,0,0,0
80,Charters,6100,Bridgeton Public Charter School,99,4,4,28,28.3,64,64.6,1,1,0,0,0,0,2,2,0,0,0,12,15,27,19,26,0,0,0,0,0,0,0,0,0,70.7,0,20.2,0,0,0
80,Charters,6101,College Achieve Central Charter School,1350.5,3,0.2,317,23.5,1018.5,75.4,4,0.3,0,0,0,0,8,0.6,0,0,0,103,106,105,116,118,109,118,118,124,132,99,102.5,0,0,66.5,9.7,25.3,0,0,14.2
80,Charters,6102,Cresthaven Academy Charter School,389,0,0,72,18.5,313,80.5,1,0.3,2,0.5,0,0,1,0.3,0,0,0,77,78,78,78,78,0,0,0,0,0,0,0,0,0,46.3,5.9,9.8,0,0,1.3
80,Charters,6103,Empowerment Academy Charter School,839,94,11.2,285,34,190,22.6,240,28.6,2,0.2,5,0.6,23,2.7,0,0,0,120,125,119,122,117,116,120,0,0,0,0,0,0,0,57,7.2,12.2,0,0,0
80,Charters,6104,Principle Academy Charter School,531,20,3.8,268,50.5,230,43.3,5,0.9,8,1.5,0,0,0,0,0,0,0,59,90,83,81,86,79,53,0,0,0,0,0,0,0,75,10,15.8,0,0,0
80,Charters,6105,Hudson Arts And Science Charter School,773,145,18.8,59,7.6,526,68,24,3.1,17,2.2,1,0.1,1,0.1,0,0,0,67,104,120,95,94,91,66,71,65,0,0,0,0,0,38.7,7.6,8.9,0,0.1,0.1
80,Charters,6106,Philip'S Academy Charter School Of Paterson,367,2,0.5,80,21.8,281,76.6,1,0.3,0,0,0,0,3,0.8,0,0,0,74,82,78,74,59,0,0,0,0,0,0,0,0,0,73,9,7.1,0,0,0
80,Charters,6107,Camden'S Promise Charter School,2202,0,0,329,14.9,1859,84.4,8,0.4,0,0,1,0,5,0.2,0,61,0,174,184,177,166,156,176,169,165,175,155,143,150,150,1,78.8,13,5,0,0,0
80,Charters,6109,Lead Charter School,216,0,0,159,73.6,56,25.9,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,45,47,51,0,73.6,1.9,0,0,0,0
80,Charters,6110,Achieve Community Charter School,183,3,1.6,161,88,19,10.4,0,0,0,0,0,0,0,0,0,0,0,1,51,45,61,0,0,25,0,0,0,0,0,0,0,32.2,3.3,0,0,0,2.7
80,Charters,6183,Trenton Stem-To-Civics Charter School,590,4,0.7,364,61.7,214,36.3,1,0.2,1,0.2,0,0,6,1,0,0,0,0,0,0,0,0,0,51,106,80,113,90,79,71,0,62.2,7.5,2.4,0,0.3,0
80,Charters,6230,Classical Academy Charter School Of Clifton,182,37,20.3,11,6,98,53.8,36,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,74,51,0,0,0,0,0,8.8,6,0,0,0,0
80,Charters,6232,Environment Community Opportunity (Eco) Charter School,209,0,0,141,67.5,68,32.5,0,0,0,0,0,0,0,0,0,0,0,18,26,25,24,34,21,21,24,16,0,0,0,0,0,69.9,13.4,0,0,0,0
80,Charters,6240,Freedom Prep Charter School,822,8,1,305,37.1,498,60.6,0,0,0,0,2,0.2,9,1.1,0,0,0,40,61,60,62,67,56,71,58,59,69,105,72,42,0,69.1,3.3,18.9,0,0.1,0
80,Charters,6320,Discovery Charter School,106,1,0.9,100,94.3,4,3.8,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,27,23,1,0,0,0,0,0,78.3,5.7,0,0,0,0
80,Charters,6410,East Orange Community Charter School,472,2,0.4,440,93.2,29,6.1,0,0,1,0.2,0,0,0,0,0,0,0,81,113,93,96,89,0,0,0,0,0,0,0,0,0,86,8.7,2.5,0,0,0
80,Charters,6420,Elysian Charter School,287,196,68.3,11,3.8,40,13.9,26,9.1,0,0,0,0,14,4.9,0,0,0,32,32,30,33,31,32,32,33,32,0,0,0,0,0,5.6,0.7,1.4,0,0,0
80,Charters,6430,Englewood On The Palisades Charter School,311,7,2.3,105,33.8,163,52.4,22,7.1,1,0.3,1,0.3,12,3.9,0,0,0,27,40,40,35,33,35,31,40,30,0,0,0,0,0,38.9,10,0,0,0.6,0
80,Charters,6635,Greater Brunswick Charter School,392,10,2.6,35,8.9,336,85.7,9,2.3,0,0,0,0,2,0.5,0,0,0,40,46,44,44,44,44,44,43,43,0,0,0,0,0,68.9,12.8,21.9,0,0,0.5
80,Charters,6665,Gray Charter School,364,8,2.2,120,33,228,62.6,7,1.9,0,0,0,0,1,0.3,0,0,0,41,46,47,48,48,49,24,33,28,0,0,0,0,0,59.6,8.5,0,0,0,0
80,Charters,6720,Hoboken Charter School,298,149,50,26,8.7,84,28.2,19,6.4,2,0.7,0,0,18,6,0,0,0,22,22,22,22,22,22,22,22,22,25,25,24,26,0,22.1,4.4,0,0.3,0,0.3
80,Charters,6740,Hope Academy Charter School,256,1,0.4,82,32,167,65.2,1,0.4,0,0,0,0,5,2,0,0,0,25,40,40,32,24,23,24,25,23,0,0,0,0,0,77.3,13.3,18.4,0.4,0,0
80,Charters,6810,International Charter School Of Trenton,89,0,0,9,10.1,80,89.9,0,0,0,0,0,0,0,0,0,0,0,33,21,16,7,12,0,0,0,0,0,0,0,0,0,85.4,6.7,0,0,0,0
80,Charters,6910,Jersey City Community Charter School,593,19,3.2,368,62.1,190,32,16,2.7,0,0,0,0,0,0,0,0,0,59,66,66,71,63,68,66,66,68,0,0,0,0,0,60.7,8.4,3.5,0,0.2,0
80,Charters,6915,Jersey City Golden Door Charter School,612,53,8.7,123,20.1,123,20.1,298,48.7,7,1.1,6,1,2,0.3,0,44,0,67,74,73,72,60,74,56,45,47,0,0,0,0,0,41,4.2,1.5,0.7,0.3,0
80,Charters,7109,Leap Academy University Charter School,1557,2,0.1,634,40.7,903,58,17,1.1,0,0,0,0,1,0.1,0,0,0,124,119,128,124,120,106,117,114,125,129,130,117,104,0,77.4,7.7,7.1,0.3,0.4,1
80,Charters,7115,The Learning Community Charter School,616,158,25.6,83,13.5,131,21.3,184,29.9,0,0,5,0.8,55,8.9,0,33,0,60,66,65,65,66,66,70,64,61,0,0,0,0,0,24.2,6.5,0,0,0,0
80,Charters,7210,Marion P. Thomas Charter School,1481,2,0.1,1338,90.3,134,9,0,0,0,0,2,0.1,5,0.3,0,56,0,77,103,86,100,115,117,107,129,124,89,114,135,129,0,77.4,5.2,0,0,0,0
80,Charters,7290,New Horizons Community Charter School,450,0,0,394,87.6,54,12,0,0,2,0.4,0,0,0,0,0,0,0,16,31,57,59,67,54,47,56,63,0,0,0,0,0,86.7,9.1,0,0,0,0
80,Charters,7320,North Star Academy Charter School,6298,92,1.5,5214,82.8,940,14.9,15,0.2,11,0.2,2,0,24,0.4,0,0,0,546,567,570,569,557,560,569,477,471,459,384,291,278,0,76,10.1,1.6,0,0.2,0
80,Charters,7325,Team Academy Charter School,5263,4,0.1,4419,84,606,11.5,3,0.1,0,0,2,0,229,4.4,0,0,0,575,571,462,465,468,478,471,351,347,327,326,213,209,0,76.4,9.3,1.7,0,1,1.2
80,Charters,7410,Chartertech High School For The Performing Arts,381,108,28.3,148,38.8,109,28.6,5,1.3,0,0,1,0.3,10,2.6,0,0,0,0,0,0,0,0,0,0,0,0,112,93,91,85,0,64.6,8.1,1.3,0,0,0.8
80,Charters,7500,Pace Charter School Of Hamilton,419,27,6.4,94,22.4,287,68.5,10,2.4,0,0,0,0,1,0.2,0,0,0,54,50,53,46,44,45,44,43,40,0,0,0,0,0,55.8,22.9,0,0,0,0
80,Charters,7503,Paterson Charter School For Science And Technology,1529,63,4.1,456,29.8,1004,65.7,5,0.3,1,0.1,0,0,0,0,0,0,0,141,144,144,143,144,144,96,95,95,103,88,95,97,0,81.2,7.6,4.7,0,0.3,0
80,Charters,7540,Princeton Charter School,426,148,34.7,18,4.2,22,5.2,189,44.4,0,0,2,0.5,47,11,0,0,0,41,43,44,48,50,50,50,50,50,0,0,0,0,0,4.2,0.7,0.7,0,0,0
80,Charters,7600,The Queen City Academy Charter School District,342,0,0,121,35.4,220,64.3,0,0,1,0.3,0,0,0,0,0,0,0,38,38,38,38,38,38,38,38,38,0,0,0,0,0,37.4,3.5,18.4,0,0,0
80,Charters,7720,Red Bank Charter School,198,79,39.9,13,6.6,104,52.5,1,0.5,0,0,0,0,1,0.5,0,20,0,20,20,20,19,20,20,20,16,23,0,0,0,0,0,36.4,10.6,11.6,0,0,0
80,Charters,7727,Ridge And Valley Charter School,123,103,83.7,3,2.4,9,7.3,0,0,0,0,0,0,8,6.5,0,0,0,14,15,16,14,16,12,15,13,8,0,0,0,0,0,0,0,0,0,0,0
80,Charters,7730,Robert Treat Academy Charter School,688,21,3.1,236,34.3,409,59.4,8,1.2,5,0.7,0,0,9,1.3,0,0,0,76,79,79,78,81,78,73,76,68,0,0,0,0,0,53.2,11.8,0.7,0,0,0
80,Charters,7735,Maria L. Varisco-Rogers Charter School,574,0,0,31,5.4,539,93.9,4,0.7,0,0,0,0,0,0,0,0,0,65,62,64,64,64,64,64,62,65,0,0,0,0,0,73.2,11.3,15.7,0,0,0
80,Charters,7830,Soaring Heights Charter School,272,31,11.4,66,24.3,44,16.2,129,47.4,1,0.4,0,0,1,0.4,0,0,0,24,24,50,23,26,26,51,25,23,0,0,0,0,0,38.6,14,0,0,0,0
80,Charters,7850,Sussex County Technology Charter School,224,186,83,6,2.7,22,9.8,2,0.9,0,0,0,0,8,3.6,0,0,0,0,0,0,0,0,0,74,73,77,0,0,0,0,0,15.2,0,0,0,0,0
80,Charters,7890,Teaneck Community Charter School,342,58,17,111,32.5,121,35.4,28,8.2,0,0,3,0.9,21,6.1,0,0,0,45,45,36,36,36,36,36,36,36,0,0,0,0,0,12.6,1.8,0,0,0,0
80,Charters,7891,College Achieve Greater Asbury Park Charter School,362,12,3.3,241,66.6,97,26.8,0,0,0,0,0,0,12,3.3,0,0,0,16,42,37,51,41,17,27,46,50,35,0,0,0,0,90.6,8.8,18.8,0,0,0
80,Charters,7892,College Achieve Paterson Charter School,1012,2,0.2,299,29.5,704,69.6,0,0,5,0.5,0,0,2,0.2,0,0,0,94,98,98,100,95,89,102,103,102,131,0,0,0,0,81.9,9.3,20.4,0,0,0
80,Charters,7893,Ocean Academy Charter School,335,8,2.4,17,5.1,310,92.5,0,0,0,0,0,0,0,0,0,0,0,65,59,58,60,56,37,0,0,0,0,0,0,0,0,92.2,4.5,51.6,0,0,0
80,Charters,7895,Achievers Early College Prep Charter School,264,8,3,82,31.1,172,65.2,0,0,1,0.4,0,0,1,0.4,0,0,0,0,0,0,0,0,0,90,90,84,0,0,0,0,0,78.8,8,0,0,2.3,0
80,Charters,7896,Middlesex County Stem Charter School,268,23,8.6,53,19.8,173,64.6,9,3.4,2,0.7,0,0,8,3,0,0,0,90,72,48,37,21,0,0,0,0,0,0,0,0,0,45.5,8.6,10.4,0,1.5,0
80,Charters,7897,Creativity Colaboratory Charter School,145,81,55.9,7,4.8,53,36.6,0,0,0,0,0,0,4,2.8,0,0,0,0,0,0,0,0,48,47,25,24,0,0,0,0,1,12.4,4.1,0,0,1.4,0
80,Charters,8010,Union County Teams Charter School-High School/College La,400,1,0.3,242,60.5,153,38.3,4,1,0,0,0,0,0,0,0,0,0,16,18,20,20,22,24,44,35,39,56,33,34,39,0,61.3,10,4,0,0,4.8
80,Charters,8050,Unity Charter School,245,123,50.2,40,16.3,28,11.4,37,15.1,0,0,0,0,17,6.9,0,0,0,28,25,29,25,25,28,30,23,32,0,0,0,0,0,9.8,1.6,1.2,0,0,0
80,Charters,8060,University Academy Charter High School,439,18,4.1,240,54.7,142,32.3,39,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,118,105,100,0,53.3,9.8,0,0,0,0
80,Charters,8065,University Heights Charter School,858,0,0,724,84.4,133,15.5,1,0.1,0,0,0,0,0,0,0,119,0,73,82,89,115,106,66,76,63,69,0,0,0,0,0,73.1,13.9,6.4,0,0,0
80,Charters,8140,The Village Charter School,363,4,1.1,345,95,14,3.9,0,0,0,0,0,0,0,0,0,0,0,41,40,40,39,41,43,39,41,39,0,0,0,0,0,64.5,5.5,0,0,0,0
End of worksheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
