,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2020-2021 Enrollment Data - District Counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Code,County Name,District Code,District Name,Total Enrollment,White,%White,Black,%Black,Hispanic,%Hispanic,Asian,%Asian,Native American,%Native American,Hawaiian Native,%Hawaiian Native,Two or More Races,%Two or More Races,Pre-K Halfday,Pre-K FullDay,Kindergarten Halfday,Kindergarten Fullday,First Grade,Second Grade,Third Grade,Fourth Grade,Fifth Grade,Sixth Grade,Seventh Grade,Eight Grade,Ninth Grade,Tenth Grade,Eleventh Grade,Twelfth Grade,Ungraded,%Free Lunch,%Reduced Lunch,%English Learners,%Migrant,%Military,%Homeless
33,Salem,0060,Alloway Twp School District,297,252,84.8,11,3.7,15,5.1,0,0,4,1.3,0,0,15,5.1,21,0,0,25,30,20,34,44,20,26,37,40,0,0,0,0,0,12.8,1,0,0,2,0
33,Salem,1350,Elsinboro Township School District,112,65,58,17,15.2,21,18.8,0,0,0,0,0,0,9,8,0,0,0,5,12,11,15,9,14,19,19,8,0,0,0,0,0,45.5,8,0,0,0,4.5
33,Salem,2800,The Lower Alloways Creek School District,163,159,97.5,1,0.6,0,0,1,0.6,0,0,0,0,2,1.2,0,11,0,19,17,17,14,22,15,17,14,17,0,0,0,0,0,20.9,3.1,0,0.6,0,0
33,Salem,2950,Mannington Township School District,169,133,78.7,13,7.7,17,10.1,1,0.6,0,0,0,0,5,3,0,24,0,18,10,17,13,19,13,20,14,21,0,0,0,0,0,18.9,3.6,0,0,0.6,0
33,Salem,3860,Oldmans Township School District,282,228,80.9,33,11.7,16,5.7,3,1.1,1,0.4,0,0,1,0.4,12,0,0,26,23,29,34,30,31,29,34,28,0,0,0,0,6,19.5,1.8,0,0,0.7,0
33,Salem,4070,Penns Grove-Carneys Point Regional School District,2182,433,19.8,809,37.1,911,41.8,13,0.6,4,0.2,3,0.1,9,0.4,90,0,0,164,158,159,147,147,133,154,159,147,123,115,94.5,112,279.5,68.2,5.4,11.7,0,0.1,4.4
33,Salem,4075,Pennsville School District,1783,1396.5,78.3,77,4.3,188.5,10.6,23,1.3,2,0.1,1,0.1,95,5.3,1,133,0,151,70,127,132,132,139,136,142,137,97,105.5,116,105.5,59,30.6,5.1,2,0,1.6,0.7
33,Salem,4150,Pittsgrove Township School District,1697,1302.5,76.8,83,4.9,193.5,11.4,13,0.8,2,0.1,0,0,103,6.1,0,141,0,120,109,113,117,128,109,94,118,111,126,124.5,110,113,63.5,23,4.9,0,0,0,1
33,Salem,4280,Quinton Township School District,260,153,58.8,41,15.8,28,10.8,3,1.2,0,0,1,0.4,34,13.1,0,22,0,28,26,25,27,23,38,29,40,2,0,0,0,0,0,23.8,5,0.4,0,0,2.3
33,Salem,4630,Salem City School District,1179,236,20,754,64,163,13.8,4,0.3,5,0.4,0,0,17,1.4,0,79,0,85,80,104,58,65,82,71,46,62,106,82,89,76,94,50.7,0.4,0,0,0,2.7
33,Salem,4635,Salem County Special Services School District,218.5,70.5,32.3,71,32.5,67,30.7,1,0.5,0,0,0,0,9,4.1,0,0,0,2,3,0,0,2,1,2,6,8,7,10,15,17,145.5,22.9,1.8,3.2,0,0,1.4
33,Salem,4640,Salem County Vocational Technical School District,740,565.5,76.4,46.5,6.3,75,10.1,2,0.3,2,0.3,0,0,49,6.6,0,0,0,0,0,0,0,0,0,0,0,0,179.5,216.5,169.5,166.5,8,20.5,5.3,0,0,0.3,0.3
33,Salem,5320,Upper Pittsgrove Twp School District,305,268,87.9,9,3,22,7.2,0,0,0,0,0,0,6,2,15,0,0,20,34,25,31,38,33,32,38,37,0,0,0,0,2,0.7,0,0,0,0.7,0
33,Salem,5910,Woodstown-Pilesgrove Regional School District,1401,1054,75.2,137,9.8,125,8.9,12,0.9,0,0,2,0.1,71,5.1,12,0,0,66,87,99,97,86,92,77,111,89,126.5,148.5,149,136,25,18,4.6,0.6,0,0.1,1.1
35,Somerset,0240,Bedminster Township Public School District,483,296,61.3,6,1.2,81,16.8,74,15.3,1,0.2,2,0.4,23,4.8,6,3,0,32,51,52,42,50,45,66,72,57,0,0,0,0,7,8.1,3.3,4.6,0,0.2,0
35,Somerset,0350,Bernards Township School District,4851.5,2665.5,54.9,43.5,0.9,386.5,8,1566,32.3,2,0,0,0,188,3.9,30,0,0,225,240,303,290,336,352,358,372,427,432.5,405,440,458,183,0.9,0.4,1.5,0,0.1,0
35,Somerset,0490,Bound Brook School District,1930.5,220,11.4,192.5,10,1452.5,75.2,20,1,2.5,0.1,11,0.6,32,1.7,2,56,0,115,116,139,140,111,119,137,133,134,190.5,154.5,131,141.5,111,61.6,7.3,14.7,0,0,1.7
35,Somerset,0510,Branchburg Township School District,1317,939,71.3,34,2.6,110,8.4,183,13.9,2,0.2,1,0.1,48,3.6,25,0,0,99,132,137,137,157,129,130,175,177,0,0,0,0,19,4.1,1,1.1,0,0.5,0
35,Somerset,0555,Bridgewater-Raritan Regional School District,8145,3532,43.4,261.5,3.2,1489.5,18.3,2514,30.9,40,0.5,43.5,0.5,264.5,3.2,115,5,339,2,505,567,537,597,577,679,670,698,670.5,666,669.5,669,179,8.9,2.5,2.8,0,0,0
35,Somerset,1610,Franklin Township Public School District,6918.5,768,11.1,2345.5,33.9,2466.5,35.7,1092.5,15.8,24,0.3,21,0.3,201,2.9,0,362,0,473,438,451,454,448,470,414,471,498,539,547,477,555.5,321,35.6,7.6,11,0,0.6,0.9
35,Somerset,1810,Green Brook Township Public School District,700,314,44.9,41,5.9,133,19,175,25,0,0,2,0.3,35,5,0,21,0,42,54,66,68,69,75,91,94,102,0,0,0,0,18,5.4,1.6,1.4,0,0.3,0.3
35,Somerset,2170,Hillsborough Township Public School District,7212,3585.5,49.7,375,5.2,765,10.6,2342.5,32.5,18,0.2,33,0.5,93,1.3,31,0,308,0,468,473,539,562,535,573,587,600,566,562,578,545,285,6.4,1.9,2,0,0.1,0.1
35,Somerset,3000,Manville School District,1506.5,633.5,42.1,133,8.8,681.5,45.2,26.5,1.8,1,0.1,2,0.1,29,1.9,31,0,0,78,119,95,114,103,110,112,135,111,112,109.5,96,109,72,35.7,11.5,6.4,0,0.3,0.1
35,Somerset,3320,Montgomery Township School District,4453.5,1539,34.6,138.5,3.1,276.5,6.2,2368,53.2,4,0.1,14,0.3,113.5,2.5,8,4,171,8,243,265,284,327,324,404,386,378,368,401.5,372,411,99,3.1,0.5,1.7,0,0.2,0
35,Somerset,3670,North Plainfield School District,3393.5,371.5,10.9,565,16.6,2329,68.6,97,2.9,7,0.2,2,0.1,22,0.6,0,129,0,200,220,220,206,231,186,247,250,261,258.5,308.5,294.5,272,110,54.1,9.3,19.1,0,0,0.3
35,Somerset,4805,Somerset County Educational Services Commission School Distr,108,15,13.9,54,50,35,32.4,1,0.9,0,0,0,0,3,2.8,0,0,0,1,1,0,2,0,3,4,1,8,8,14,10,14,42,39.8,0.9,2.8,0,0.9,4.6
35,Somerset,4810,Somerset County Vocational And Technical School District,524.5,249,47.5,40,7.6,113.5,21.6,111.5,21.3,0.5,0.1,0.5,0.1,9.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,134.5,136.5,126.5,126,1,12.2,3.4,0.1,0,0,0.2
35,Somerset,4815,Somerset Hills Regional School District,1766,1201,68,15,0.8,410,23.2,75,4.2,0,0,0,0,65,3.7,1,9,0,51,106,88,91,119,111,110,110,139,210,191,199,214,17,10.6,2.5,6.6,0.1,0,0
35,Somerset,4820,Somerville Public School District,2192,1050.5,47.9,199.5,9.1,650,29.7,192,8.8,1,0,4,0.2,95,4.3,0,55,0,101,106,107,110,110,99,106,93,116,266.5,280.5,284.5,271.5,86,22.4,4.9,3.8,0,0,0.4
35,Somerset,4850,South Bound Brook Public School District,428,112,26.2,37,8.6,240,56.1,15,3.5,0,0,1,0.2,23,5.4,15,0,46,1,51,38,52,42,41,43,42,47,0,0,0,0,10,36.2,12.4,8.2,0,0.2,0
35,Somerset,5470,Warren Township School District,1516,870,57.4,29,1.9,180,11.9,343,22.6,2,0.1,4,0.3,88,5.8,33,0,0,125,148,155,153,175,174,167,182,189,0,0,0,0,15,0.2,0,3.6,0,0.3,0.1
35,Somerset,5540,Watchung Borough School District,603,328,54.4,42,7,68,11.3,131,21.7,1,0.2,2,0.3,31,5.1,0,18,0,55,66,68,63,59,69,58,64,78,0,0,0,0,5,0.7,0,0,0,0,0
35,Somerset,5550,Watchung Hills Regional High School District,1899.5,1162,61.2,77,4.1,221.5,11.7,371.5,19.6,3,0.2,6,0.3,58.5,3.1,0,0,0,0,0,0,0,0,0,0,0,0,442,438.5,499,488,32,0.3,0.3,0.9,0,0.3,0.2
37,Sussex,0090,Andover Regional School District,436,325,74.5,8,1.8,67,15.4,16,3.7,0,0,0,0,20,4.6,13,6,0,52,34,38,34,46,47,40,56,52,0,0,0,0,18,11.7,2.5,1.8,0,0,0.5
37,Sussex,0640,Byram Township School District,812,695,85.6,18,2.2,79,9.7,5,0.6,1,0.1,0,0,14,1.7,23,2,0,91,65,84,79,100,104,89,85,79,0,0,0,0,11,4.4,1,0,0,0,0
37,Sussex,1560,Frankford Township Consolidated School District,479,426,88.9,3,0.6,18,3.8,1,0.2,0,0,0,0,31,6.5,10,0,0,48,51,37,47,58,58,55,59,56,0,0,0,0,0,6.5,2.1,0.4,0,0,0.2
37,Sussex,1570,Franklin Borough School District,469,332,70.8,14,3,104,22.2,9,1.9,0,0,0,0,10,2.1,0,56,0,51,31,42,51,43,37,43,45,36,0,0,0,0,34,38,9,1.5,0,0.2,2.3
37,Sussex,1630,Fredon Township School District,175,145,82.9,0,0,24,13.7,3,1.7,0,0,0,0,3,1.7,0,9,0,19,31,18,19,24,26,29,0,0,0,0,0,0,0,3.4,2.9,0,0,0,0
37,Sussex,1800,Green Township School District,371,311,83.8,13,3.5,33,8.9,3,0.8,0,0,1,0.3,10,2.7,0,0,0,29,48,39,38,33,39,49,42,54,0,0,0,0,0,4.6,0.3,0.3,0,1.9,0
37,Sussex,1930,Hamburg School District,210,153,72.9,23,11,25,11.9,8,3.8,0,0,0,0,1,0.5,0,15,0,19,25,23,21,22,23,20,23,19,0,0,0,0,0,16.7,3.3,0.5,0,0.5,0.5
37,Sussex,1980,Hampton Township School District,309,278,90,1,0.3,23,7.4,3,1,0,0,0,0,4,1.3,0,11,0,33,52,46,39,45,30,49,0,0,0,0,0,0,4,10,3.2,0,0,0,0
37,Sussex,2030,Hardyston Township School District,592,496,83.8,23,3.9,47,7.9,11,1.9,2,0.3,0,0,13,2.2,25,0,0,48,59,61,53,68,67,61,70,71,0,0,0,0,9,7.1,1.4,0.3,0,2.4,0
37,Sussex,2165,High Point Regional High School District,836.5,745.5,89.1,23,2.7,49,5.9,14,1.7,0,0,0,0,5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,182,208.5,219,218,9,12.6,4.1,0.8,0,0,0
37,Sussex,2240,Hopatcong Borough School District,1434,916,63.9,66,4.6,405,28.2,37,2.6,3,0.2,2,0.1,5,0.3,0,3,0,115,103,108,96,101,105,118,116,120,87,83,90,86,103,20.1,7.9,2.4,0,0,0.3
37,Sussex,2465,Kittatinny Regional School District,835.5,752.5,90.1,5,0.6,52,6.2,13,1.6,0,0,3,0.4,10,1.2,0,0,0,0,0,0,0,0,0,0,107,152,146.5,135.5,123,166.5,5,7.5,4.5,0,0.1,0.5,1.1
37,Sussex,2490,Lafayette Township School District,194,163,84,1,0.5,27,13.9,0,0,0,0,0,0,3,1.5,2,11,0,28,17,19,21,21,20,12,24,19,0,0,0,0,0,8.8,3.1,0.5,0,2.1,0
37,Sussex,2615,Lenape Valley Regional High School District,661,483.5,73.1,26,3.9,128.5,19.4,19,2.9,0,0,0,0,4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,182,138,172,148,21,5.7,2.1,1.7,0,0.5,0.2
37,Sussex,3300,Montague Township School District,247,177,71.7,5,2,47,19,7,2.8,1,0.4,0,0,10,4,0,29,0,28,29,34,28,22,26,26,14,11,0,0,0,0,0,32,8.9,0,0,0,0.4
37,Sussex,3590,Newton Public School District,1579.5,938.5,59.4,105,6.6,438,27.7,50,3.2,2,0.1,4,0.3,42,2.7,0,116,0,75,78,70,77,65,76,94,81,78,179,172.5,175.5,164.5,78,29.8,5,5.3,0,0.6,0.9
37,Sussex,3840,Ogdensburg Borough School District,254,219,86.2,6,2.4,27,10.6,2,0.8,0,0,0,0,0,0,0,25,0,26,24,24,22,26,21,30,25,31,0,0,0,0,0,18.5,8.7,0,0,0,0
37,Sussex,4650,Sandyston-Walpack Consolidated School District,116,103,88.8,2,1.7,3,2.6,1,0.9,0,0,0,0,7,6,0,0,0,19,24,12,14,15,17,14,0,0,0,0,0,0,1,6,0,0,0,0.9,1.7
37,Sussex,4960,Sparta Township Public School District,3050,2607,85.5,69,2.3,235,7.7,115,3.8,2,0.1,6,0.2,16,0.5,28,2,0,179,190,212,202,220,216,223,230,252,243,274.5,241.5,274,63,3.1,1.2,1,0,0.5,0.1
37,Sussex,5030,Stanhope School District,302,220,72.8,5,1.7,57,18.9,7,2.3,0,0,2,0.7,11,3.6,3,0,0,30,31,35,31,33,28,28,29,39,0,0,0,0,15,13.9,1,3.6,0,0,0.3
37,Sussex,5040,Stillwater Township School District,271,255,94.1,1,0.4,11,4.1,2,0.7,0,0,0,0,2,0.7,0,36,0,30,35,28,34,25,35,38,0,0,0,0,0,0,10,10.7,4.4,0,0,0,1.8
37,Sussex,5100,Sussex-Wantage Regional School District,1000,915,91.5,13,1.3,55,5.5,3,0.3,0,0,0,0,14,1.4,0,0,0,114,100,88,94,87,102,104,101,100,0,0,0,0,110,21.5,4.3,0.5,0,0.2,1
37,Sussex,5105,Northern Hills Academy School District,37,33,89.2,2,5.4,1,2.7,0,0,0,0,0,0,1,2.7,0,0,0,0,1,2,3,0,1,1,0,0,1,0,2,3,23,13.5,2.7,0,0,0,0
37,Sussex,5110,Sussex County Technical School District,728,638.5,87.7,28,3.8,43.5,6,14,1.9,2,0.3,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,179.5,179,186.5,0,11,3.7,0,0,0,0.1
37,Sussex,5360,Vernon Township School District,2878,2316,80.5,64,2.2,365,12.7,41,1.4,3,0.1,3,0.1,86,3,34,0,0,159,217,175,195,212,209,184,208,239,225.5,223,255.5,245,97,13.7,5.5,0.5,0,0.3,0.1
37,Sussex,5435,Wallkill Valley Regional High School,590,459,77.8,27,4.6,79,13.4,14,2.4,0,0,0,0,11,1.9,0,0,0,0,0,0,0,0,0,0,0,0,150,147,153,135,5,11.7,4.6,0,0,0.3,0
39,Union,0310,Berkeley Heights School District,2485.5,1635,65.8,36,1.4,302,12.2,372.5,15,1,0,2,0.1,137,5.5,45,0,85,15,159,166,154,183,180,198,162,183,277,222.5,219.5,223,13.5,0.7,0.1,0.8,0,0.4,0
39,Union,0850,Clark Township Public School District,2240,1833.5,81.9,18.5,0.8,277.5,12.4,86.5,3.9,0,0,7,0.3,17,0.8,14,8,0,138,142,153,166,162,176,177,188,185,158,181,169,174.5,48.5,2.5,1,0.5,0,0.1,0.1
39,Union,0980,Cranford Public School District,3699.5,2957,79.9,107.5,2.9,373,10.1,151,4.1,1,0,1,0,109,2.9,40,0,221,0,273,283,274,281,306,281,282,278,248,291.5,278,313,50,0.9,0.1,0.3,0,1.5,0
39,Union,1320,Elizabeth Public Schools,27624,2096,7.6,4597,16.6,20342,73.6,494,1.8,13,0,51,0.2,31,0.1,0,2814,0,1791,1799,1815,1859,1837,1844,1902,1866,1949,1856,1750,1769,1429,1344,62.7,8.1,21.5,0,0,0.7
39,Union,1710,Garwood Boro,347,263,75.8,4,1.2,72,20.7,2,0.6,0,0,0,0,6,1.7,2,0,0,39,33,40,32,45,28,43,46,34,0,0,0,0,5,13,3.5,0,0,0.3,0
39,Union,2190,Hillside Public School District,2990.5,300.5,10,1717.5,57.4,896.5,30,39,1.3,7,0.2,13,0.4,17,0.6,0,204,0,159,192,193,198,179,216,226,231,206,226,220,179,200,161.5,44.5,6.9,8.2,0,0.2,0
39,Union,2420,Kenilworth School District,1422,799.5,56.2,75,5.3,450,31.6,57,4,1,0.1,7,0.5,32.5,2.3,38,0,0,73,85,85,97,92,96,84,141,134,135,116,126,101.5,18.5,14.8,4.9,2.7,0,0.1,0
39,Union,2660,Linden Public School District,6024.5,1039,17.2,1963.5,32.6,2726.5,45.3,156,2.6,14,0.2,12,0.2,113.5,1.9,0,268,0,365,403,435,416,423,463,422,477,425,431,434,419.5,381.5,261.5,39.7,6.6,7.9,0,0.3,0.3
39,Union,3395,Morris-Union Jointure Commisson School District,218,71,32.6,68,31.2,50,22.9,25,11.5,0,0,1,0.5,3,1.4,0,0,0,0,2,2,1,4,1,2,0,3,0,5,3,11,184,10.6,1.8,0,0,0.9,0.5
39,Union,3470,Mountainside School District,717,494,68.9,8,1.1,105,14.6,53,7.4,0,0,0,0,57,7.9,0,20,0,75,77,84,77,78,72,73,91,70,0,0,0,0,0,0.7,0.1,0.3,0,0,0
39,Union,3560,New Providence School District,2349,1549.5,66,34,1.4,248.5,10.6,477,20.3,1,0,4,0.2,35,1.5,24,0,132,0,165,196,186,186,201,181,195,199,161,176.5,148.5,144,54,0.9,0.3,1.5,0,0,0
39,Union,4160,Plainfield Public School District,9675.5,69,0.7,2057.5,21.3,7460.5,77.1,37,0.4,8,0.1,17,0.2,26.5,0.3,0,1377,0,646,657,695,629,575,663,588,562,587,488,583.5,507.5,423.5,694,65.9,7.8,34.7,0,0,0.5
39,Union,4290,Rahway Public School District,3957.5,547.5,13.8,1374,34.7,1752.5,44.3,104,2.6,13,0.3,9,0.2,157.5,4,0,274,0,241,244,284,231,255,264,280,292,315,336,278,220.5,258.5,184.5,43.6,7.8,8,0,12.8,0.2
39,Union,4540,Roselle Public Schools,2876,61,2.1,1454,50.6,1299.5,45.2,38.5,1.3,5,0.2,3,0.1,15,0.5,32,43,0,184,188,227,215,225,194,245,260,225,206,195.5,145,197,94.5,53.6,5.9,12.1,0,0.7,0.6
39,Union,4550,Roselle Park Public School District,2027,632,31.2,191,9.4,1046,51.6,128,6.3,2,0.1,5,0.2,23,1.1,0,75,0,113,122,128,134,152,139,173,155,184,145,155,147.5,148,56.5,25.5,7.3,7.2,0,0.6,0.1
39,Union,4670,Scotch Plains-Fanwood School District,5320.5,3380.5,63.5,369.5,6.9,703,13.2,576,10.8,10,0.2,9,0.2,272.5,5.1,118,0,0,283,380,407,431,401,437,447,425,439,387,352,399.5,360.5,53.5,2.8,0.8,0.7,0,0,0
39,Union,5000,Springfield Public School District,2162.5,1194,55.2,279,12.9,399,18.5,166.5,7.7,1,0,23,1.1,100,4.6,72,0,0,123,160,143,149,164,172,155,187,182,151,150.5,113,175.5,65.5,8.7,2.1,1.7,0,0.5,0.4
39,Union,5090,Summit Public School District,3885,2396.5,61.7,163.5,4.2,688,17.7,409,10.5,9,0.2,0,0,219,5.6,38,10,0,226,285,279,290,309,347,305,321,315,296,273,292,282,17,9.1,3.4,5,0,0,0
39,Union,5245,Union County Educational Services Commission,292,47,16.1,107,36.6,124,42.5,14,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,10,41,54,71,113,30.1,2.1,0.7,0,0.7,1
39,Union,5260,Union County Vocational-Technical School District,1925.5,702.5,36.5,296.5,15.4,495,25.7,355,18.4,1,0.1,6,0.3,69.5,3.6,0,0,0,0,0,0,0,0,0,0,0,0,428,420,524.5,505,48,10.8,2.6,0.2,0,0.4,0
39,Union,5290,Township Of Union School District,7131,1316.5,18.5,3025.5,42.4,1928.5,27,632.5,8.9,11,0.2,32,0.4,185,2.6,0,283,0,419,457,474,477,489,515,529,564,576,514,512,544,550.5,227.5,24.8,8.8,4.4,0,0.6,0.7
39,Union,5730,Westfield Public School District,5957,4670.5,78.4,123.5,2.1,395.5,6.6,591.5,9.9,0,0,8,0.1,168,2.8,48,1,176,1,430,478,449,449,500,478,476,523,462,483,454,451,98,1,0.2,0.7,0,0.4,0.1
39,Union,5810,Winfield Township,141,87,61.7,17,12.1,35,24.8,1,0.7,0,0,0,0,1,0.7,0,24,0,14,15,7,15,16,12,16,11,11,0,0,0,0,0,19.9,3.5,0,0,0,0
41,Warren,0030,Allamuchy Township School District,421,274,65.1,31,7.4,72,17.1,13,3.1,0,0,0,0,31,7.4,13,0,0,40,29,45,58,48,51,33,43,53,0,0,0,0,8,5.5,1.4,1,0,0,0
41,Warren,0070,Alpha Borough School District,184,127,69,14,7.6,33,17.9,5,2.7,0,0,0,0,5,2.7,0,3,0,20,14,21,22,25,16,23,15,25,0,0,0,0,0,33.7,6.5,0,0,0,1.1
41,Warren,0280,Belvidere School District,629,533,84.7,7,1.1,63,10,3,0.5,2,0.3,0,0,21,3.3,0,18,0,19,11,26,21,34,23,26,27,41,85,94,93,90,21,16.7,1.6,0,0,0,0
41,Warren,0400,Blairstown Elementary Township School District,403,339,84.1,0,0,40,9.9,1,0.2,0,0,3,0.7,20,5,0,23,0,44,64,50,39,58,62,61,0,0,0,0,0,0,2,11.2,3.5,0,0,0.7,0.2
41,Warren,1620,Franklin Township School District,190,158,83.2,2,1.1,22,11.6,6,3.2,0,0,0,0,2,1.1,18,0,0,25,19,25,22,29,28,22,0,0,0,0,0,0,2,10.5,3.2,0,0,0.5,0
41,Warren,1670,Frelinghuysen Township School District,130,113,86.9,4,3.1,6,4.6,0,0,0,0,0,0,7,5.4,6,0,0,19,11,13,24,19,17,21,0,0,0,0,0,0,0,2.3,0,0,0,1.5,0
41,Warren,1785,Great Meadows Regional School District,614,493,80.3,8,1.3,78,12.7,15,2.4,0,0,1,0.2,19,3.1,7,5,0,63,61,65,68,67,54,66,64,64,0,0,0,0,30,9,1.8,1.8,0,0.2,0.5
41,Warren,1840,Greenwich Township School District,639,434,67.9,70,11,67,10.5,49,7.7,0,0,1,0.2,18,2.8,18,1,0,50,64,67,47,75,68,76,82,87,0,0,0,0,4,9.7,0.8,0.9,0.3,1.1,0
41,Warren,1870,Hackettstown Public School District,1960,1200,61.2,66,3.4,562,28.7,69,3.5,7,0.4,0,0,56,2.9,0,25,0,103,134,114,105,109,116,111,100,101,237,227,195,192,91,25.5,3.7,9.9,3.6,0.3,0.2
41,Warren,2040,Harmony Township School District,210,202,96.2,0,0,5,2.4,0,0,0,0,0,0,3,1.4,7,0,0,16,22,20,26,22,23,19,33,22,0,0,0,0,0,8.1,4.3,0,0,0.5,0
41,Warren,2250,Hope Township School District,115,97,84.3,5,4.3,13,11.3,0,0,0,0,0,0,0,0,8,0,0,8,17,10,16,10,10,9,13,10,0,0,0,0,4,8.7,4.3,0,0,0,0
41,Warren,2470,Knowlton Township School District,150,129,86,0,0,11,7.3,2,1.3,0,0,0,0,8,5.3,5,0,0,12,21,22,26,19,17,20,0,0,0,0,0,0,8,17.3,4,0,0,0,0
41,Warren,2790,Lopatcong Township School District,682,448,65.7,89,13,81,11.9,50,7.3,3,0.4,3,0.4,8,1.2,6,0,44,0,58,59,74,75,85,97,75,96,0,0,0,0,13,9.1,2.9,0.7,0,0.1,0.1
41,Warren,2970,Mansfield Township Elementary School District,531,303,57.1,33,6.2,158,29.8,13,2.4,0,0,0,0,24,4.5,0,11,0,47,86,84,71,63,74,71,0,0,0,0,0,0,24,26.9,6.6,6.8,0.4,0.6,8.5
41,Warren,3675,North Warren Regional School District,706,615,87.1,19,2.7,51,7.2,11,1.6,1,0.1,1,0.1,8,1.1,0,0,0,0,0,0,0,0,0,0,116,114,118,113,119,126,0,7.4,2.5,0,0,0,0
41,Warren,3890,Oxford Township School District,250,212,84.8,7,2.8,16,6.4,9,3.6,0,0,1,0.4,5,2,10,0,14,0,30,16,32,20,34,29,31,33,0,0,0,0,1,13.6,3.2,0,0,2,0
41,Warren,4100,Phillipsburg School District,3852,1961,50.9,718,18.6,847,22,95,2.5,4,0.1,5,0.1,222,5.8,0,244,0,164,199,184,169,190,210,227,202,225,471,422,394,355,196,47.2,4.6,3.5,0,0.2,1
41,Warren,4200,Pohatcong Township School District,289,227,78.5,19,6.6,34,11.8,3,1,0,0,0,0,6,2.1,4,0,0,24,37,25,34,25,26,37,41,36,0,0,0,0,0,0,0,0,0,0,0
41,Warren,5460,Warren County Vocational Technical School,452,354,78.3,17,3.8,58,12.8,8,1.8,0,0,0,0,15,3.3,0,0,0,0,0,0,0,0,0,0,0,0,96,84,84,81,107,18.6,4.9,0,0,0.7,0
41,Warren,5465,Warren Hills Regional School District,1721,1209,70.2,135,7.8,291,16.9,55,3.2,1,0.1,0,0,30,1.7,0,0,0,0,0,0,0,0,0,0,271,270,287,265,291,312,25,15.1,3,1.4,0,0.1,0
41,Warren,5480,Washington Borough School District,513,328,63.9,46,9,109,21.2,14,2.7,0,0,2,0.4,14,2.7,0,64,0,75,57,64,62,58,44,67,0,0,0,0,0,0,22,27.7,4.3,0.2,0,0.2,1
41,Warren,5530,Washington Township School District,381,300,78.7,18,4.7,40,10.5,9,2.4,0,0,0,0,14,3.7,8,0,0,53,50,45,40,50,62,55,0,0,0,0,0,0,18,17.3,2.6,0,0,0.3,0
41,Warren,5780,White Township Consolidated School District,239,206,86.2,4,1.7,16,6.7,2,0.8,0,0,0,0,11,4.6,12,0,0,23,21,23,22,25,26,24,27,30,0,0,0,0,6,13,4.2,2.5,0,0,0
80,Charters,6010,Academy Charter High School,156.5,2,1.3,78,49.8,73.5,47,0,0,0,0,0,0,3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,24.5,48,42.5,41.5,0,70.9,7.7,3.5,0,0,0
80,Charters,6013,Bergen Arts And Science Charter School,1203,413,34.3,123,10.2,542,45.1,116,9.6,0,0,1,0.1,8,0.7,0,0,0,99,100,100,100,96,92,92,90,80,93,89,92,80,0,33.2,11.6,4.3,0.4,0.2,0
80,Charters,6017,Foundation Academy Charter School,1087,4,0.4,572,52.6,493,45.4,4,0.4,0,0,1,0.1,13,1.2,0,0,0,87,86,86,87,81,84,87,86,83,75,96,77,72,0,67.1,13.2,8.6,0,0.2,0.3
80,Charters,6018,Central Jersey College Prep Charter School,1219,137,11.2,278,22.8,185,15.2,577,47.3,9,0.7,4,0.3,29,2.4,0,0,0,102,102,102,92,90,67,171,164,117,80,44,45,43,0,14.4,6,2.1,0,0.2,0
80,Charters,6020,Pride Academy Charter School District,300,0,0,284,94.7,10,3.3,5,1.7,0,0,0,0,1,0.3,0,0,0,0,0,0,0,0,75,75,75,75,0,0,0,0,0,56.3,15.7,0,0,0,0
80,Charters,6021,Community Charter School Of Paterson,884,9,1,280,31.7,580,65.6,9,1,6,0.7,0,0,0,0,0,0,0,81,104,98,101,104,100,102,98,96,0,0,0,0,0,17.3,0,1.2,0,0,0
80,Charters,6022,Burch Charter School Of Excellence,336,0,0,321,95.5,13,3.9,1,0.3,0,0,0,0,1,0.3,0,0,0,59,59,60,60,59,39,0,0,0,0,0,0,0,0,74.7,19,0,0,0.3,0
80,Charters,6025,Paul Robeson Charter School For The Humanities,424,0,0,69,16.3,351,82.8,4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,47,66,77,78,78,78,0,0,0,0,0,92.5,4.7,20.5,0,0,0
80,Charters,6026,Riverbank Charter School Of Excellence,153,85,55.6,26,17,14,9.2,22,14.4,0,0,0,0,6,3.9,0,0,0,40,39,38,36,0,0,0,0,0,0,0,0,0,0,9.8,3.9,0,0,0,0
80,Charters,6028,Vineland Public Charter School,384,67,17.4,114,29.7,185,48.2,6,1.6,1,0.3,2,0.5,9,2.3,0,32,0,36,38,31,49,50,34,41,38,35,0,0,0,0,0,40.6,8.1,1,1,0,0.3
